instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,blocked_submission_count,list_symbols_called,radar_called,radar_tool_calls,radar_tool_output_chars,radar_verification_satisfied,tools_prompt
reflex-2,Submitted,10,21964,21964,0.0,,0,0,True,1,3121,True,neutral
reflex-0,Submitted,30,239839,239839,0.0,,0,1,True,1,2097,True,neutral
reflex-4,Submitted,6,30151,30151,0.0,,1,1,True,1,2755,True,neutral
reflex-3,Submitted,11,33205,33205,0.0,,0,1,True,1,1921,True,neutral
reflex-6,Submitted,7,20946,20946,0.0,,0,0,True,1,1600,True,neutral
reflex-8,Submitted,7,13369,13369,0.0,,1,1,True,1,2568,True,neutral
reflex-5,Submitted,14,56192,56192,0.0,,1,0,True,3,5554,True,neutral
reflex-7,Submitted,10,30419,30419,0.0,,0,0,True,2,6637,True,neutral
reflex-9,Submitted,4,5048,5048,0.0,,0,0,False,0,0,,neutral
reflex-10,Submitted,6,6810,6810,0.0,,0,0,True,3,190,True,neutral
reflex-11,Submitted,12,26110,26110,0.0,,1,2,True,2,2243,True,neutral
reflex-12,Submitted,12,70020,70020,0.0,,0,1,True,1,3770,True,neutral
reflex-14,OSError,8,19576,19576,0.0,,0,0,True,1,3212,True,neutral
reflex-13,Submitted,14,89582,89582,0.0,,0,4,True,1,2791,True,neutral
reflex-17,Submitted,9,28884,28884,0.0,,0,0,True,3,6290,True,neutral
reflex-18,Submitted,12,63821,63821,0.0,,0,1,True,2,4260,True,neutral
reflex-19,Submitted,5,11830,11830,0.0,,0,0,True,1,3645,True,neutral
reflex-16,Submitted,19,62164,62164,0.0,,0,0,True,5,236,True,neutral
reflex-21,Submitted,6,10156,10156,0.0,,0,1,True,3,2398,True,neutral
reflex-22,Submitted,4,6858,6858,0.0,,0,0,True,1,4137,True,neutral
reflex-20,Submitted,9,23398,23398,0.0,,1,0,True,3,3213,True,neutral
reflex-23,Submitted,6,17724,17724,0.0,,0,2,True,1,2680,True,neutral
reflex-15,Submitted,30,233985,233985,0.0,,0,2,True,2,5440,True,neutral
reflex-24,Submitted,7,17489,17489,0.0,,0,0,True,1,2694,True,neutral
reflex-25,Submitted,8,13167,13167,0.0,,0,1,True,1,1723,True,neutral
reflex-28,Submitted,4,8077,8077,0.0,,0,0,True,1,3408,True,neutral
reflex-27,Submitted,6,10062,10062,0.0,,0,0,True,1,3522,True,neutral
reflex-26,Submitted,9,40267,40267,0.0,,0,1,True,1,2264,True,neutral
reflex-29,Submitted,10,36450,36450,0.0,,0,0,True,1,3046,True,neutral
reflex-33,Submitted,8,15113,15113,0.0,,0,1,True,1,3084,True,neutral
reflex-30,Submitted,12,32351,32351,0.0,,0,0,True,3,158,True,neutral
reflex-31,Submitted,14,58612,58612,0.0,,0,3,True,3,8613,True,neutral
reflex-32,OSError,16,149458,149458,0.0,,0,2,True,4,10420,True,neutral
reflex-36,Submitted,9,17505,17505,0.0,,0,1,True,1,1714,True,neutral
reflex-37,Submitted,7,16338,16338,0.0,,0,1,True,1,2793,True,neutral
reflex-35,Submitted,14,41335,41335,0.0,,0,1,True,1,2363,True,neutral
reflex-38,Submitted,10,34599,34599,0.0,,0,0,True,1,3199,True,neutral
reflex-41,Submitted,5,10512,10512,0.0,,0,1,True,1,4177,True,neutral
reflex-42,Submitted,3,4768,4768,0.0,,0,0,True,1,2736,True,neutral
reflex-43,Submitted,5,11132,11132,0.0,,0,1,True,1,2981,True,neutral
reflex-34,LimitsExceeded,30,119801,119801,0.0,,0,0,True,1,2734,True,neutral
reflex-39,Submitted,30,109624,109624,0.0,,0,0,True,2,103,True,neutral
reflex-40,LimitsExceeded,30,147653,147653,0.0,,1,3,True,1,2694,True,neutral
reflex-46,Submitted,7,12902,12902,0.0,,0,1,True,1,2195,True,neutral
reflex-45,Submitted,11,49807,49807,0.0,,0,0,True,2,5336,True,neutral
reflex-47,Submitted,6,17017,17017,0.0,,0,0,True,1,3270,True,neutral
requests-1,Submitted,4,8085,8085,0.0,,0,0,True,1,2015,True,neutral
requests-2,Submitted,5,14191,14191,0.0,,0,1,True,2,5385,True,neutral
requests-0,Submitted,10,34307,34307,0.0,,1,2,True,1,2525,True,neutral
reflex-44,Submitted,30,173968,173968,0.0,,0,3,True,1,2107,True,neutral
requests-4,Submitted,5,20532,20532,0.0,,0,0,True,1,2606,True,neutral
requests-6,Submitted,7,18921,18921,0.0,,0,1,True,2,5448,True,neutral
requests-5,Submitted,11,27338,27338,0.0,,2,0,True,1,2531,True,neutral
requests-8,Submitted,4,7341,7341,0.0,,0,1,True,1,2316,True,neutral
requests-10,Submitted,4,8904,8904,0.0,,0,1,True,1,2221,True,neutral
requests-9,Submitted,6,19758,19758,0.0,,0,1,True,2,5174,True,neutral
requests-11,Submitted,3,5972,5972,0.0,,0,0,True,1,2934,True,neutral
requests-12,Submitted,6,15501,15501,0.0,,0,0,True,1,2925,True,neutral
requests-14,Submitted,4,8496,8496,0.0,,0,0,True,1,2567,True,neutral
requests-13,Submitted,8,18365,18365,0.0,,2,1,True,1,2241,True,neutral
requests-15,Submitted,3,5910,5910,0.0,,0,0,True,1,3011,True,neutral
requests-16,Submitted,4,8296,8296,0.0,,0,1,True,1,2618,True,neutral
requests-18,Submitted,4,11376,11376,0.0,,0,0,True,1,2626,True,neutral
requests-17,Submitted,4,6269,6269,0.0,,0,0,True,1,2594,True,neutral
requests-20,Submitted,4,9526,9526,0.0,,0,1,True,1,3241,True,neutral
requests-7,LimitsExceeded,30,380148,380148,0.0,,11,0,True,2,4680,False,neutral
requests-21,Submitted,4,9397,9397,0.0,,0,1,True,1,3026,True,neutral
requests-22,Submitted,5,11664,11664,0.0,,0,0,True,1,3754,True,neutral
requests-23,Submitted,11,20619,20619,0.0,,0,0,True,1,2402,True,neutral
requests-25,Submitted,3,5062,5062,0.0,,0,0,True,1,2874,True,neutral
requests-24,Submitted,18,86571,86571,0.0,,0,0,True,1,3020,True,neutral
requests-19,LimitsExceeded,30,263800,263800,0.0,,12,1,True,2,3633,False,neutral
requests-26,Submitted,7,26996,26996,0.0,,0,0,True,1,2880,True,neutral
requests-28,Submitted,3,6482,6482,0.0,,0,0,True,1,2470,True,neutral
requests-3,LimitsExceeded,30,301680,301680,0.0,,9,0,True,1,2883,False,neutral
requests-29,Submitted,4,9737,9737,0.0,,0,1,True,1,2800,True,neutral
requests-31,Submitted,3,5112,5112,0.0,,0,0,True,1,2649,True,neutral
requests-30,Submitted,5,12820,12820,0.0,,1,1,True,1,2873,True,neutral
requests-34,Submitted,5,12570,12570,0.0,,1,1,True,1,2991,True,neutral
requests-32,Submitted,11,27578,27578,0.0,,2,1,True,1,2580,True,neutral
requests-35,Submitted,3,4539,4539,0.0,,0,0,True,1,2989,True,neutral
requests-36,Submitted,5,20082,20082,0.0,,0,0,True,1,2665,True,neutral
requests-37,Submitted,6,9173,9173,0.0,,0,1,True,3,2085,True,neutral
requests-38,Submitted,4,6919,6919,0.0,,0,1,True,1,1979,True,neutral
requests-27,LimitsExceeded,30,338565,338565,0.0,,0,0,True,1,2596,True,neutral
requests-39,Submitted,4,9464,9464,0.0,,0,1,True,1,3050,True,neutral
requests-40,Submitted,4,9446,9446,0.0,,0,1,True,1,2665,True,neutral
requests-41,Submitted,4,8846,8846,0.0,,0,1,True,1,2710,True,neutral
requests-42,Submitted,6,11420,11420,0.0,,0,0,True,1,2241,True,neutral
requests-43,Submitted,4,9642,9642,0.0,,0,1,True,1,2784,True,neutral
requests-44,Submitted,6,10395,10395,0.0,,0,0,True,1,2387,True,neutral
requests-45,Submitted,5,9978,9978,0.0,,0,1,True,1,2759,True,neutral
requests-33,LimitsExceeded,30,128754,128754,0.0,,15,0,True,1,2687,False,neutral
requests-46,Submitted,4,6489,6489,0.0,,0,1,True,1,2355,True,neutral
requests-47,Submitted,4,6693,6693,0.0,,0,1,True,1,2763,True,neutral
scikit-learn-2,Submitted,3,5437,5437,0.0,,0,0,True,1,2890,True,neutral
scikit-learn-4,Submitted,6,12738,12738,0.0,,0,0,True,1,2578,True,neutral
scikit-learn-5,Submitted,13,38744,38744,0.0,,0,0,True,2,5449,True,neutral
scikit-learn-3,LimitsExceeded,30,105961,109538,0.0,,0,0,True,2,3856,False,neutral
scikit-learn-6,Submitted,16,59532,59532,0.0,,0,0,True,4,8998,True,neutral
scikit-learn-1,LimitsExceeded,30,113307,116923,0.0,,8,1,True,1,2333,False,neutral
scikit-learn-7,Submitted,4,12373,12373,0.0,,0,0,True,1,3054,True,neutral
scikit-learn-9,Submitted,3,4796,4796,0.0,,0,0,True,1,2808,True,neutral
scikit-learn-8,Submitted,5,13568,13568,0.0,,0,1,True,1,2122,True,neutral
scikit-learn-11,Submitted,5,12004,12004,0.0,,0,0,True,2,3807,True,neutral
scikit-learn-10,Submitted,7,23358,23358,0.0,,0,1,True,1,2551,True,neutral
scikit-learn-12,Submitted,8,14041,14041,0.0,,0,0,True,3,2942,True,neutral
scikit-learn-15,Submitted,8,17009,17009,0.0,,0,0,True,5,3216,True,neutral
scikit-learn-14,Submitted,9,17915,17915,0.0,,0,0,True,2,3890,True,neutral
scikit-learn-13,Submitted,13,28301,28301,0.0,,1,0,True,3,2289,True,neutral
scikit-learn-17,Submitted,6,10928,10928,0.0,,0,0,True,1,2697,True,neutral
scikit-learn-16,Submitted,12,27941,27941,0.0,,0,0,True,2,4773,True,neutral
scikit-learn-18,Submitted,9,24489,24489,0.0,,0,0,True,1,2463,True,neutral
scikit-learn-19,OSError,8,31920,31920,0.0,,0,0,True,1,3090,True,neutral
scikit-learn-21,OSError,9,21579,21579,0.0,,0,0,True,1,2062,True,neutral
scikit-learn-22,Submitted,4,6203,6203,0.0,,0,0,True,1,2031,True,neutral
scikit-learn-23,OSError,6,29534,29534,0.0,,0,1,True,1,3597,True,neutral
scikit-learn-24,Submitted,15,27743,27743,0.0,,0,0,True,3,180,True,neutral
scikit-learn-25,Submitted,4,12434,12434,0.0,,0,0,True,1,3693,True,neutral
scikit-learn-27,Submitted,3,7360,7360,0.0,,0,0,True,1,3580,True,neutral
scikit-learn-26,Submitted,4,10450,10450,0.0,,0,1,True,1,2804,True,neutral
scikit-learn-28,Submitted,4,6949,6949,0.0,,0,0,True,1,3200,True,neutral
scikit-learn-20,LimitsExceeded,30,215088,215088,0.0,,0,1,True,3,6328,True,neutral
scikit-learn-29,Submitted,13,35168,35168,0.0,,0,0,True,1,3937,True,neutral
scikit-learn-32,Submitted,4,10561,10561,0.0,,0,1,True,1,3147,True,neutral
scikit-learn-33,Submitted,3,5403,5403,0.0,,0,0,True,1,3404,True,neutral
scikit-learn-34,Submitted,12,61120,61120,0.0,,0,1,True,1,3740,True,neutral
scikit-learn-35,Submitted,4,11932,11932,0.0,,0,0,True,1,3550,True,neutral
scikit-learn-30,Submitted,30,156177,156177,0.0,,1,0,True,5,9198,True,neutral
scikit-learn-31,LimitsExceeded,30,154294,154294,0.0,,0,0,True,3,6077,False,neutral
scikit-learn-36,Submitted,3,6932,6932,0.0,,0,0,True,1,2743,True,neutral
scikit-learn-38,Submitted,9,35648,35648,0.0,,0,1,True,1,3644,True,neutral
scikit-learn-40,Submitted,3,7524,7524,0.0,,0,0,True,1,3732,True,neutral
scikit-learn-41,Submitted,4,10223,10223,0.0,,0,0,True,2,5314,True,neutral
scikit-learn-42,Submitted,5,15401,15401,0.0,,0,1,True,1,2625,True,neutral
scikit-learn-39,LimitsExceeded,30,88744,88744,0.0,,0,0,True,2,101,True,neutral
scikit-learn-44,Submitted,3,5422,5422,0.0,,0,0,True,1,2773,True,neutral
scikit-learn-45,Submitted,7,17512,17512,0.0,,0,3,True,1,2716,True,neutral
scikit-learn-46,Submitted,8,15279,15279,0.0,,0,0,True,1,1981,True,neutral
scikit-learn-43,Submitted,30,142681,142681,0.0,,0,0,True,2,5602,True,neutral
scikit-learn-47,Submitted,4,6557,6557,0.0,,0,0,True,1,2712,True,neutral
sphinx-1,Submitted,6,9266,9266,0.0,,0,0,True,2,77,True,neutral
sphinx-0,Submitted,10,24715,24715,0.0,,0,2,True,1,2439,True,neutral
sphinx-2,Submitted,4,13049,13049,0.0,,0,1,True,1,2836,True,neutral
sphinx-3,Submitted,4,6980,6980,0.0,,0,1,True,1,2219,True,neutral
scikit-learn-37,LimitsExceeded,30,229076,229076,0.0,,0,0,True,1,2788,True,neutral
sphinx-4,Submitted,8,16193,16193,0.0,,0,1,True,1,2308,True,neutral
sphinx-6,OSError,6,13221,13221,0.0,,0,0,True,1,3103,True,neutral
sphinx-7,Submitted,4,6678,6678,0.0,,0,1,True,1,2452,True,neutral
sphinx-8,Submitted,3,5323,5323,0.0,,0,0,True,1,2391,True,neutral
sphinx-9,Submitted,5,9116,9116,0.0,,0,0,True,1,2449,True,neutral
sphinx-10,Submitted,4,7565,7565,0.0,,0,0,True,1,2852,True,neutral
sphinx-11,Submitted,5,12771,12771,0.0,,0,0,True,1,2625,True,neutral
sphinx-12,Submitted,5,8076,8076,0.0,,0,0,True,1,2131,True,neutral
sphinx-14,Submitted,8,9779,9779,0.0,,0,0,True,3,182,True,neutral
sphinx-5,LimitsExceeded,30,226324,226324,0.0,,14,1,True,1,2961,False,neutral
sphinx-15,Submitted,4,6319,6319,0.0,,0,0,True,1,1947,True,neutral
sphinx-17,Submitted,3,5527,5527,0.0,,0,0,True,1,2851,True,neutral
sphinx-16,Submitted,6,9797,9797,0.0,,0,0,True,3,2800,True,neutral
sphinx-13,Submitted,19,132788,132788,0.0,,0,0,True,3,171,True,neutral
sphinx-18,Submitted,6,12152,12152,0.0,,0,0,True,1,2380,True,neutral
scikit-learn-0,LimitsExceeded,30,365041,371361,0.0,,0,0,True,1,3045,True,neutral
sphinx-20,OSError,7,13193,13193,0.0,,0,0,True,1,1961,True,neutral
sphinx-19,Submitted,10,22114,22114,0.0,,0,1,True,1,2652,True,neutral
sphinx-23,Submitted,3,4742,4742,0.0,,0,0,True,1,2123,True,neutral
sphinx-21,OSError,9,26600,26600,0.0,,0,0,True,1,2992,True,neutral
sphinx-22,Submitted,9,19134,19134,0.0,,0,0,True,1,2734,True,neutral
sphinx-24,Submitted,7,18041,18041,0.0,,0,0,True,1,3247,True,neutral
sphinx-25,Submitted,5,9823,9823,0.0,,0,1,True,1,2655,True,neutral
sphinx-26,Submitted,5,9914,9914,0.0,,1,1,True,1,2772,True,neutral
sphinx-29,Submitted,3,4605,4605,0.0,,0,0,True,1,2247,True,neutral
sphinx-27,Submitted,5,9746,9746,0.0,,0,1,True,1,2899,True,neutral
sphinx-30,Submitted,3,5143,5143,0.0,,0,0,True,1,3249,True,neutral
sphinx-31,Submitted,3,4877,4877,0.0,,0,0,True,1,2953,True,neutral
sphinx-33,Submitted,3,4345,4345,0.0,,0,0,True,1,2154,True,neutral
sphinx-32,Submitted,4,9624,9624,0.0,,0,0,True,1,2632,True,neutral
sphinx-34,Submitted,6,14148,14148,0.0,,0,1,True,2,3189,True,neutral
sphinx-35,Submitted,4,8258,8258,0.0,,0,1,True,1,3470,True,neutral
sphinx-36,Submitted,4,7000,7000,0.0,,0,1,True,1,2189,True,neutral
sphinx-28,Submitted,15,44354,44354,0.0,,0,0,True,1,2480,True,neutral
sphinx-38,Submitted,5,11685,11685,0.0,,0,0,True,1,2642,True,neutral
sphinx-39,Submitted,4,8229,8229,0.0,,0,0,True,1,2732,True,neutral
sphinx-42,Submitted,3,5120,5120,0.0,,0,0,True,1,2613,True,neutral
sphinx-41,Submitted,4,6928,6928,0.0,,0,0,True,1,2651,True,neutral
sphinx-37,OSError,7,15737,15737,0.0,,0,0,True,1,2027,True,neutral
sphinx-40,Submitted,9,27764,27764,0.0,,0,2,True,1,2475,True,neutral
sphinx-43,Submitted,4,6471,6471,0.0,,0,0,True,1,2356,True,neutral
sphinx-46,Submitted,3,5253,5253,0.0,,0,0,True,1,2354,True,neutral
sphinx-44,OSError,8,18646,18646,0.0,,0,0,True,1,2703,True,neutral
sphinx-47,Submitted,6,12513,12513,0.0,,0,0,True,1,3002,True,neutral
sphinx-45,OSError,11,38457,38457,0.0,,0,0,True,1,2693,True,neutral
sqlfluff-3,Submitted,4,6530,6530,0.0,,0,1,True,1,1961,True,neutral
sqlfluff-0,Submitted,8,21788,21788,0.0,,1,1,True,1,1957,True,neutral
sqlfluff-4,Submitted,4,7678,7678,0.0,,0,1,True,1,3332,True,neutral
sqlfluff-1,Submitted,13,44975,44975,0.0,,0,1,True,3,6487,True,neutral
sqlfluff-2,Submitted,9,24773,24773,0.0,,0,0,True,1,2678,True,neutral
sqlfluff-5,Submitted,6,12242,12242,0.0,,1,1,True,1,2589,True,neutral
sqlfluff-6,Submitted,5,16698,16698,0.0,,0,0,True,1,3651,True,neutral
sqlfluff-7,Submitted,9,20215,20215,0.0,,0,1,True,1,2852,True,neutral
sqlfluff-10,Submitted,6,11461,11461,0.0,,0,2,True,1,2288,True,neutral
sqlfluff-9,Submitted,8,18957,18957,0.0,,0,1,True,1,2598,True,neutral
sqlfluff-11,Submitted,3,5434,5434,0.0,,0,0,True,1,3291,True,neutral
sqlfluff-8,Submitted,10,36005,36005,0.0,,0,1,True,3,8130,True,neutral
sqlfluff-12,Submitted,3,4599,4599,0.0,,0,0,True,1,2447,True,neutral
sqlfluff-14,Submitted,4,8022,8022,0.0,,0,1,True,1,3157,True,neutral
sqlfluff-15,Submitted,4,6860,6860,0.0,,0,0,True,1,2875,True,neutral
sqlfluff-13,Submitted,8,16248,16248,0.0,,0,0,True,3,2896,True,neutral
sqlfluff-16,Submitted,9,22416,22416,0.0,,0,0,True,1,2533,True,neutral
sqlfluff-17,Submitted,6,15921,15921,0.0,,0,0,True,2,4206,True,neutral
sqlfluff-19,Submitted,3,4978,4978,0.0,,0,0,True,1,2490,True,neutral
sqlfluff-18,Submitted,7,12774,12774,0.0,,0,0,True,3,3131,True,neutral
sqlfluff-20,Submitted,7,17265,17265,0.0,,0,0,True,1,1914,True,neutral
sqlfluff-21,OSError,8,27752,27752,0.0,,0,1,True,1,3282,True,neutral
sqlfluff-23,Submitted,10,20095,20095,0.0,,0,2,True,1,2109,True,neutral
sqlfluff-25,Submitted,4,7731,7731,0.0,,0,1,True,1,2942,True,neutral
sqlfluff-22,OSError,14,61338,61338,0.0,,0,1,True,1,2538,False,neutral
sqlfluff-26,Submitted,5,10574,10574,0.0,,0,0,True,1,2851,True,neutral
sqlfluff-28,Submitted,3,5442,5442,0.0,,0,0,True,1,3244,True,neutral
sqlfluff-24,Submitted,12,37589,37589,0.0,,0,2,True,1,2767,True,neutral
sqlfluff-30,Submitted,4,8307,8307,0.0,,0,0,True,1,3361,True,neutral
sqlfluff-27,Submitted,8,20763,20763,0.0,,1,3,True,1,3401,True,neutral
sqlfluff-29,Submitted,8,27092,27092,0.0,,1,1,True,1,2890,True,neutral
sqlfluff-31,Submitted,5,9800,9800,0.0,,0,0,True,1,2904,True,neutral
sqlfluff-32,Submitted,5,9890,9890,0.0,,0,1,True,1,3305,True,neutral
sqlfluff-34,Submitted,8,18834,18834,0.0,,2,1,True,1,3332,True,neutral
sqlfluff-36,Submitted,4,6791,6791,0.0,,0,1,True,1,1961,True,neutral
sqlfluff-35,Submitted,8,25540,25540,0.0,,0,0,True,1,3220,True,neutral
sqlfluff-33,Submitted,17,50580,50580,0.0,,3,2,True,1,2939,True,neutral
sqlfluff-39,Submitted,3,4807,4807,0.0,,0,0,True,1,2622,True,neutral
sqlfluff-38,Submitted,6,13345,13345,0.0,,0,0,True,1,2344,True,neutral
sqlfluff-37,OSError,9,19744,19744,0.0,,0,2,True,1,2225,True,neutral
sqlfluff-41,Submitted,3,4720,4720,0.0,,0,0,True,1,1957,True,neutral
sqlfluff-42,Submitted,4,9187,9187,0.0,,0,0,True,1,2825,True,neutral
sqlfluff-40,Submitted,5,9896,9896,0.0,,0,2,True,1,2331,True,neutral
sqlfluff-43,Submitted,3,4892,4892,0.0,,0,0,True,1,3056,True,neutral
sqlfluff-46,Submitted,6,13353,13353,0.0,,0,0,True,1,3024,True,neutral
sqlfluff-47,OSError,6,11951,11951,0.0,,0,0,True,1,2402,True,neutral
sqlfluff-45,Submitted,7,18165,18165,0.0,,0,1,True,1,3838,True,neutral
streamlink-2,Submitted,4,4358,4358,0.0,,0,0,True,2,140,True,neutral
sqlfluff-44,OSError,9,23685,23685,0.0,,0,1,True,1,2184,True,neutral
streamlink-0,Submitted,13,45974,45974,0.0,,1,3,True,2,2875,True,neutral
streamlink-3,Submitted,6,11617,11617,0.0,,1,0,True,1,2799,True,neutral
streamlink-5,Submitted,6,15171,15171,0.0,,1,0,True,2,5438,True,neutral
streamlink-6,Submitted,15,58712,58712,0.0,,1,0,True,3,5640,True,neutral
streamlink-7,Submitted,13,32261,32261,0.0,,0,1,True,1,2904,True,neutral
streamlink-8,Submitted,8,23660,23660,0.0,,1,0,True,3,8067,True,neutral
streamlink-4,Submitted,22,85156,85156,0.0,,0,1,True,1,2628,True,neutral
streamlink-9,Submitted,9,21570,21570,0.0,,1,3,True,1,2517,True,neutral
streamlink-1,Submitted,30,185585,185585,0.0,,0,0,True,4,7392,True,neutral
streamlink-10,Submitted,9,24780,24780,0.0,,0,1,True,2,5725,True,neutral
streamlink-13,Submitted,10,19822,19822,0.0,,0,1,True,1,2622,True,neutral
streamlink-11,OSError,11,34614,34614,0.0,,0,1,True,1,2954,False,neutral
streamlink-14,Submitted,12,37922,37922,0.0,,0,0,True,2,5368,True,neutral
streamlink-15,Submitted,10,25385,25385,0.0,,1,0,True,2,5014,True,neutral
streamlink-16,Submitted,9,19515,19515,0.0,,0,1,True,1,2824,True,neutral
streamlink-18,Submitted,5,9188,9188,0.0,,1,0,True,1,2537,True,neutral
streamlink-19,Submitted,4,6288,6288,0.0,,0,1,True,1,2016,True,neutral
streamlink-17,Submitted,17,62607,62607,0.0,,0,0,True,3,7753,True,neutral
streamlink-12,Submitted,30,296412,296412,0.0,,0,0,True,2,4068,True,neutral
streamlink-21,Submitted,10,25827,25827,0.0,,0,1,True,2,4395,True,neutral
streamlink-22,Submitted,10,31600,31600,0.0,,1,0,True,3,7831,True,neutral
streamlink-20,Submitted,19,137126,137126,0.0,,0,0,True,2,4944,True,neutral
streamlink-23,Submitted,6,12166,12166,0.0,,0,1,True,2,4314,True,neutral
streamlink-24,Submitted,9,25945,25945,0.0,,1,0,True,2,6158,True,neutral
streamlink-25,Submitted,7,14222,14222,0.0,,0,0,True,1,2274,True,neutral
streamlink-27,Submitted,6,16729,16729,0.0,,0,0,True,2,5722,True,neutral
streamlink-30,Submitted,5,10443,10443,0.0,,1,0,True,1,2881,True,neutral
streamlink-28,Submitted,15,59366,59366,0.0,,3,0,True,2,4125,True,neutral
streamlink-31,Submitted,11,27238,27238,0.0,,1,0,True,2,4000,True,neutral
streamlink-26,LimitsExceeded,30,144584,144584,0.0,,0,1,True,5,9097,True,neutral
streamlink-33,Submitted,7,12716,12716,0.0,,0,0,False,0,0,,neutral
streamlink-29,Submitted,30,132018,132018,0.0,,0,1,True,1,2420,True,neutral
streamlink-35,Submitted,8,13869,13869,0.0,,0,0,True,1,2336,True,neutral
streamlink-34,Submitted,13,28855,28855,0.0,,1,3,True,1,2525,True,neutral
streamlink-32,Submitted,30,157953,157953,0.0,,0,0,True,8,17877,True,neutral
streamlink-37,Submitted,11,28097,28097,0.0,,1,2,True,2,4000,True,neutral
streamlink-39,Submitted,9,23218,23218,0.0,,1,1,True,2,5459,True,neutral
streamlink-38,Submitted,14,39758,39758,0.0,,0,1,True,1,2250,True,neutral
streamlink-36,Submitted,30,167976,167976,0.0,,0,0,True,5,264,True,neutral
streamlink-40,Submitted,17,52593,52593,0.0,,1,3,True,2,5123,True,neutral
streamlink-41,Submitted,14,35419,35419,0.0,,0,1,True,1,2057,True,neutral
streamlink-43,Submitted,11,32234,32234,0.0,,1,2,True,2,5526,True,neutral
streamlink-44,Submitted,12,34367,34367,0.0,,1,0,True,3,5739,True,neutral
streamlink-45,OSError,6,16446,16446,0.0,,0,0,True,1,3422,True,neutral
streamlink-42,Submitted,30,119923,119923,0.0,,0,0,True,5,3125,True,neutral
sympy-0,Submitted,8,52310,52310,0.0,,0,1,True,1,3382,True,neutral
sympy-1,OSError,5,8453,8453,0.0,,0,0,True,1,2025,True,neutral
streamlink-47,Submitted,11,37711,37711,0.0,,0,1,True,1,2952,True,neutral
streamlink-46,Submitted,21,76948,76948,0.0,,0,1,True,2,4248,True,neutral
sympy-3,Submitted,3,5141,5141,0.0,,0,0,True,1,3022,True,neutral
sympy-2,OSError,8,19491,19491,0.0,,0,1,True,1,3253,True,neutral
sympy-4,Submitted,14,40082,40082,0.0,,0,1,True,1,3164,True,neutral
sympy-8,Submitted,3,5173,5173,0.0,,0,0,True,1,2528,True,neutral
sympy-7,Submitted,9,23850,23850,0.0,,0,0,True,1,3294,True,neutral
sympy-9,Submitted,6,13701,13701,0.0,,0,3,True,1,2573,True,neutral
sympy-11,Submitted,3,5134,5134,0.0,,0,0,True,1,2108,True,neutral
sympy-10,Submitted,6,11580,11580,0.0,,0,1,True,1,2173,True,neutral
sympy-13,Submitted,3,5324,5324,0.0,,0,0,True,1,2606,True,neutral
sympy-12,Submitted,10,19752,19752,0.0,,1,0,True,1,2364,True,neutral
sympy-14,Submitted,5,8988,8988,0.0,,0,0,True,1,2234,True,neutral
sympy-5,LimitsExceeded,30,343559,343559,0.0,,14,0,True,2,4500,False,neutral
sympy-17,Submitted,4,7661,7661,0.0,,0,1,True,1,3056,True,neutral
sympy-18,Submitted,3,5720,5720,0.0,,0,0,True,1,3606,True,neutral
sympy-6,LimitsExceeded,30,246241,246241,0.0,,12,1,True,1,2658,False,neutral
sympy-15,Submitted,11,45358,45358,0.0,,0,3,True,2,5674,True,neutral
sympy-16,Submitted,14,43338,43338,0.0,,0,2,True,1,3101,True,neutral
sympy-21,Submitted,5,10997,10997,0.0,,0,0,True,1,2221,True,neutral
sympy-20,OSError,8,17968,17968,0.0,,0,1,True,1,2223,True,neutral
sympy-22,Submitted,4,13081,13081,0.0,,0,1,True,1,2743,True,neutral
sympy-19,OSError,12,32037,32037,0.0,,0,0,True,1,2983,True,neutral
sympy-25,Submitted,4,12840,12840,0.0,,0,1,True,1,3264,True,neutral
sympy-27,Submitted,4,7239,7239,0.0,,0,1,True,1,2430,True,neutral
sympy-24,Submitted,9,21876,21876,0.0,,0,1,True,1,2374,True,neutral
sympy-23,OSError,11,32940,32940,0.0,,0,0,True,1,3047,True,neutral
sympy-26,Submitted,8,45312,45312,0.0,,0,1,True,1,2948,True,neutral
sympy-28,Submitted,5,10502,10502,0.0,,0,1,True,1,2592,True,neutral
sympy-30,Submitted,10,26287,26287,0.0,,3,1,True,1,2438,True,neutral
sympy-32,Submitted,12,74033,74033,0.0,,0,0,True,2,6046,True,neutral
sympy-31,Submitted,17,54127,54127,0.0,,3,1,True,1,2748,True,neutral
sympy-34,Submitted,5,9461,9461,0.0,,0,1,True,1,3164,True,neutral
sympy-36,OSError,8,23058,23058,0.0,,0,1,True,2,3928,True,neutral
sympy-33,LimitsExceeded,30,150367,150367,0.0,,14,1,True,1,3045,False,neutral
sympy-38,Submitted,6,13796,13796,0.0,,0,1,True,1,2853,True,neutral
sympy-37,Submitted,11,32821,32821,0.0,,2,1,True,1,2438,True,neutral
sympy-39,Submitted,9,22350,22350,0.0,,0,1,True,1,2582,True,neutral
sympy-41,Submitted,7,26345,26345,0.0,,1,1,True,1,2360,True,neutral
sympy-42,Submitted,9,22900,22900,0.0,,0,1,True,1,3549,True,neutral
sympy-43,Submitted,3,5606,5606,0.0,,0,0,True,1,2846,True,neutral
sympy-40,LimitsExceeded,30,219773,219773,0.0,,12,1,True,1,2827,False,neutral
